time,ax,ay,az,aT
0.0050,-1.6416,-0.7915,1.1134,2.136
0.0070,-1.2941,-0.7219,0.5754,1.590
0.0150,-0.7971,-0.6165,-0.3850,1.079
0.0540,-0.2045,-0.6796,-2.1699,2.283
0.0550,-0.0482,-0.8083,-1.4653,1.674
0.0560,-0.2114,-0.8276,-1.1374,1.422
0.0580,-0.4767,-0.2713,-0.7876,0.960
0.0880,-0.7605,0.1774,-0.0590,0.783
0.0900,-1.1170,0.0666,0.6209,1.280
0.0910,-1.2785,-0.0468,1.8897,2.282
0.0930,-1.1508,-0.0231,2.4943,2.747
0.1020,-0.6038,0.0130,1.9721,2.063
0.1360,0.1025,0.0745,1.1859,1.193
0.1380,0.5684,0.1354,0.8080,0.997
0.1430,0.7097,0.0251,0.4488,0.840
0.1440,0.8415,-0.1880,-0.6356,1.071
0.1870,0.7622,-0.0721,0.5647,0.951
0.1890,0.6667,-0.0211,0.7675,1.017
0.1900,0.3084,0.0120,1.6380,1.667
0.1920,0.3896,0.0534,0.2573,0.470
0.1940,0.2975,0.2537,-0.0247,0.392
0.2010,0.4963,0.4561,-0.4697,0.822
0.2330,0.5444,0.3224,-0.6357,0.897
0.2340,0.8267,-0.0420,-2.0695,2.229
0.2360,0.9566,-0.2112,-0.5151,1.107
0.2740,1.0864,-0.4210,1.2990,1.745
0.2780,1.3642,-0.3108,3.6763,3.934
0.2790,1.7484,-0.3613,1.4495,2.300
0.2800,1.2425,-0.5928,-0.2429,1.398
0.2820,0.7143,-0.5341,0.5643,1.055
0.3040,0.2679,-0.6414,0.0191,0.695
0.3050,0.4142,-0.6054,-1.0992,1.321
0.3090,0.5803,-0.6816,-2.6240,2.772
0.3430,0.6116,-0.6863,-3.1998,3.329
0.3450,0.8144,-0.6955,-3.3347,3.502
0.3460,1.1358,-0.6156,-3.4407,3.675
0.3560,1.3075,-0.6368,-3.0299,3.361
0.3880,1.4801,-0.7424,-2.6739,3.145
0.3900,1.6241,-0.7780,-2.4967,3.078
0.3910,1.8196,-0.7156,-2.3738,3.075
0.3920,2.0449,-0.6519,-2.2787,3.130
0.3990,1.8831,-0.6037,-2.1385,2.913
0.4380,1.7427,-0.6200,-2.2359,2.902
0.4400,1.6233,-0.5840,-2.1759,2.777
0.4420,1.5355,-0.4957,-2.1382,2.679
0.4440,1.4028,-0.3844,-1.9954,2.469
0.4510,1.2947,-0.3075,-1.9277,2.342
0.4590,1.2309,-0.2556,-1.9668,2.334
0.4900,1.1430,-0.0188,-1.8627,2.185
0.4910,0.9749,0.2824,-1.4709,1.787
0.4930,0.6523,0.3542,-1.5047,1.678
0.5380,0.2754,0.2298,-1.6988,1.736
0.5390,-0.2009,0.1352,-1.8681,1.884
0.5420,-0.4986,0.1436,-1.7463,1.822
0.5430,-0.3158,0.1777,-1.4934,1.537
0.5440,0.1624,0.2759,-1.0160,1.065
0.5520,0.5214,0.4167,-0.1836,0.692
0.5590,0.8228,0.4530,0.1912,0.959
0.5910,1.1357,0.2678,1.2540,1.713
0.5920,1.6447,0.0172,2.2999,2.827
0.5940,2.0215,0.5035,2.1091,2.965
0.6300,2.0123,1.6493,1.4571,2.982
0.6350,2.0970,2.5462,0.7966,3.393
0.6370,2.0698,2.7060,-0.0240,3.407
0.6380,1.6759,2.4388,-0.3078,2.975
0.6390,1.1307,2.0482,0.1346,2.343
0.6480,0.7236,1.8529,0.4886,2.048
0.6730,0.4005,1.8791,0.6037,2.014
0.6740,0.1213,1.9422,0.5879,2.033
0.6770,-0.1662,1.8823,0.4584,1.944
0.7140,-0.5292,1.6435,0.2479,1.744
0.7150,-0.9778,1.3990,-0.0638,1.708
0.7190,-1.4542,1.1594,-0.4413,1.911
0.7210,-1.8921,0.8800,-0.6786,2.194
0.7280,-2.2071,0.7124,-0.7824,2.448
0.7530,-2.3616,0.5708,-0.7897,2.555
0.7540,-2.5567,0.4804,-0.6102,2.672
0.7570,-2.8493,0.3555,-0.4613,2.908
0.7680,-3.2205,0.0530,-0.1553,3.225
0.7910,-3.5739,-0.6624,0.3918,3.656
0.7930,-3.6827,-1.3326,1.2139,4.100
0.7970,-3.7542,-1.8507,1.1557,4.342
0.8080,-2.9246,-2.0172,1.4515,3.838
0.8170,-1.7722,-1.9025,1.6702,3.090
0.8280,-0.3789,-1.6610,2.3189,2.877
0.8700,0.8106,-1.4342,2.9228,3.355
0.8730,1.5381,-1.4075,2.9441,3.608
0.8760,1.4944,-1.4438,2.6836,3.394
0.8790,1.0990,-1.4382,2.1636,2.821
0.8830,0.5861,-1.3674,1.3615,2.017
0.8870,0.2351,-1.2277,0.5558,1.368
0.9430,0.0125,-0.8942,0.1675,0.910
0.9460,-0.1992,-0.6791,-0.2486,0.750
0.9480,-0.3276,-0.4312,-0.3560,0.648
0.9490,-0.6313,-0.3339,-0.3536,0.797
0.9520,-0.7987,-0.3234,-0.3507,0.930
0.9540,-0.8896,-0.3205,-0.2573,0.980
0.9560,-0.9223,-0.3832,-0.1967,1.018
0.9670,-0.8639,-0.5027,-0.1916,1.018
1.0030,-0.5653,-0.4804,-0.4151,0.850
1.0060,-0.3521,-0.5401,-0.8161,1.040
1.0070,0.0597,-0.4828,-1.0261,1.136
1.0100,0.3171,-0.4014,-1.6406,1.718
1.0170,0.4231,-0.4591,-2.1122,2.203
1.0760,0.4220,-0.6229,-2.6630,2.767
1.0780,0.5569,-0.6871,-3.1814,3.302
1.0800,0.8018,-0.7216,-3.5999,3.758
1.0840,1.0354,-0.6842,-3.9694,4.159
1.0850,1.2136,-0.7581,-4.3964,4.623
1.0870,1.2022,-0.7485,-4.6847,4.894
1.0880,1.0597,-0.8145,-4.6657,4.853
1.0970,0.7904,-0.8698,-4.7039,4.848
1.1190,0.5985,-0.8588,-4.9411,5.051
1.1230,0.6507,-0.5954,-4.9516,5.029
1.1260,0.7527,-0.1763,-4.6706,4.734
1.1700,0.8737,0.0976,-4.2095,4.300
1.1720,1.0247,0.3390,-3.5571,3.717
1.1730,1.1373,0.5614,-2.4464,2.756
1.1750,1.3897,0.9572,-2.0050,2.621
1.1760,1.5647,1.2977,-1.1459,2.334
1.1860,1.7376,1.4814,-0.3746,2.314
1.1950,1.7217,1.5282,0.0593,2.303
1.2190,1.7784,1.5759,0.4501,2.418
1.2200,1.9894,1.7758,0.8120,2.788
1.2250,2.0435,1.9013,1.2182,3.045
1.2590,2.2149,2.0373,1.6375,3.426
1.2600,2.2291,2.2291,2.1760,3.830
1.2610,1.9946,2.2419,2.5608,3.945
1.2650,1.6502,2.0275,2.7633,3.804
1.2750,1.3865,1.8055,2.7085,3.538
1.3060,1.3091,1.5434,2.5661,3.268
1.3070,1.5311,1.4894,2.4555,3.255
1.3090,1.4740,1.4942,2.6804,3.404
1.3160,0.5529,0.9156,3.1617,3.338
1.3430,-0.2598,0.0655,4.0367,4.046
1.3450,-0.3013,-0.3790,5.7176,5.738
1.3480,0.4765,-0.5041,6.7065,6.742
1.3540,1.6617,-0.3414,7.0115,7.214
1.3650,2.3573,-0.1746,7.0859,7.470
1.3870,2.4648,-0.4107,6.5873,7.045
1.3890,2.0869,-0.9018,5.9387,6.359
1.3940,1.5876,-1.4313,4.8213,5.274
1.4540,1.1776,-1.8477,3.0357,3.744
1.4560,0.9924,-1.9597,1.3220,2.564
1.4570,0.9148,-1.7991,-0.0001,2.018
1.4580,0.5854,-1.7475,-0.9960,2.095
1.4590,0.1884,-1.6522,-1.3707,2.155
1.4610,-0.2255,-1.3838,-1.4485,2.016
1.4640,-0.5480,-1.1867,-1.2889,1.836
1.4730,-0.6814,-1.0873,-1.2357,1.781
1.5040,-0.6993,-1.0584,-1.3421,1.847
1.5050,-0.8306,-1.1260,-1.6403,2.156
1.5060,-0.7185,-1.0621,-2.1062,2.466
1.5140,-0.5317,-1.0562,-2.5184,2.782
1.5500,-0.4498,-1.2091,-2.8544,3.132
1.5520,-0.4623,-1.3835,-3.3367,3.642
1.5530,-0.4586,-1.5340,-3.7281,4.057
1.5550,-0.4860,-1.5238,-4.0036,4.311
1.5680,-0.3830,-1.4191,-4.2572,4.504
1.5740,-0.2658,-1.2820,-4.3443,4.537
1.6150,-0.2018,-1.2346,-4.1815,4.365
1.6170,-0.1809,-1.2629,-4.0345,4.231
1.6190,-0.1901,-1.2685,-3.8555,4.063
1.6210,-0.1935,-1.1421,-3.7342,3.910
1.6240,-0.0600,-0.9888,-3.6534,3.785
1.6580,0.0237,-0.7855,-3.3817,3.472
1.6590,-0.0325,-0.5667,-2.4937,2.558
1.6630,-0.1774,-0.4818,-1.9876,2.053
1.6650,-0.2542,-0.3414,-1.4818,1.542
1.6730,-0.3138,-0.2076,-0.7791,0.865
1.7150,-0.3844,-0.0241,-0.1503,0.413
1.7160,-0.6991,0.1357,0.6517,0.965
1.7170,-1.2677,0.1964,1.4695,1.951
1.7190,-1.8598,0.1304,1.9759,2.717
1.7230,-2.0646,0.0959,2.3384,3.121
1.7560,-1.8711,-0.0201,2.2331,2.913
1.7570,-1.5217,-0.2669,1.9051,2.453
1.7590,-1.1361,-0.6683,0.0818,1.321
1.7630,-1.2395,-0.9879,0.1573,1.593
1.7910,-1.7363,-1.1117,0.3181,2.086
1.7930,-2.5860,-1.0287,0.5051,2.828
1.7940,-3.2689,-0.9635,0.5787,3.457
1.8140,-3.7309,-1.0572,0.7708,3.954
1.8150,-4.0006,-1.3918,0.7578,4.303
1.8220,-3.9981,-1.5698,0.4414,4.318
1.8570,-3.2463,-1.3449,0.0891,3.515
1.8580,-2.0554,-1.1082,0.1901,2.343
1.8610,-0.7417,-0.9100,0.7954,1.418
1.8620,0.6874,-0.7849,1.6740,1.973
1.8720,2.0273,-0.3204,2.3202,3.098
1.9040,2.5509,-0.0731,2.8098,3.796
1.9050,1.8626,-0.5177,3.0634,3.622
1.9060,1.0620,-0.9153,3.1480,3.446
1.9110,0.3530,-1.1321,2.9098,3.142
1.9940,-0.1266,-1.0822,1.9795,2.260
1.9980,-0.5025,-0.9285,0.8982,1.386
2.0020,-0.5945,-0.6271,0.0875,0.869
2.0050,-0.5918,-0.3338,-0.3447,0.762
2.0080,-0.6166,-0.2055,-0.7024,0.957
2.0130,-0.6406,-0.0587,-1.0818,1.259
2.0160,-0.5443,0.0965,-1.3660,1.474
2.0190,-0.4068,0.0930,-1.5672,1.622
2.0240,-0.3786,0.0020,-1.7604,1.801
2.0280,-0.4187,-0.1074,-1.7725,1.824
2.0330,-0.3718,-0.0684,-1.5487,1.594
2.0360,-0.1676,0.0597,-1.3452,1.357
2.0610,-0.1099,0.1055,-1.4155,1.424
2.0720,-0.1536,0.0803,-1.2506,1.263
2.0780,-0.2195,0.0808,-1.5185,1.536
2.0810,-0.3683,0.0803,-2.0517,2.086
2.0840,-0.3466,0.1961,-2.5067,2.538
2.1630,-0.2590,0.2197,-2.9716,2.991
2.1670,-0.0810,0.1199,-3.3945,3.398
2.1720,0.0742,0.0392,-3.7130,3.714
2.1750,0.1873,-0.0206,-3.9793,3.984
2.1840,0.2244,-0.0441,-4.1243,4.131
2.1900,0.1452,0.0348,-4.1251,4.128
2.1950,-0.0883,0.0723,-4.0871,4.089
2.1980,-0.3886,0.1537,-3.8427,3.865
2.2030,-0.7080,0.3192,-3.4558,3.542
2.2070,-0.8031,0.5916,-3.0224,3.183
2.2100,-0.8327,0.7615,-2.5009,2.744
2.2130,-0.7449,0.7836,-2.0384,2.307
2.2160,-0.3903,0.8213,-1.6277,1.864
2.2240,-0.0026,0.9327,-1.1953,1.516
2.2510,0.2292,1.0221,-0.9720,1.429
2.2530,0.2886,0.9133,-0.7945,1.244
2.2540,0.2132,0.8280,-0.5727,1.029
2.2600,0.0795,0.8300,-0.1651,0.850
2.3120,0.0497,0.7891,0.2930,0.843
2.3130,-0.0996,0.7425,0.9503,1.210
2.3140,-0.5501,0.6208,1.4073,1.634
2.3150,-1.0802,0.5173,1.5287,1.942
2.3150,-1.5461,0.5163,1.3500,2.116
2.3520,-1.7760,0.5230,0.9491,2.080
2.3540,-1.9585,0.5105,0.3669,2.057
2.3550,-2.0740,0.3922,-0.2304,2.123
2.3560,-1.8378,0.2068,-0.3718,1.886
2.3900,-1.3061,0.1249,-0.2109,1.329
2.3940,-0.9790,0.0005,0.3178,1.029
2.3950,-0.6943,-0.0407,0.8430,1.093
2.3970,-0.2351,-0.0301,1.3324,1.353
2.3990,0.3552,-0.0173,1.9483,1.980
2.4110,0.8904,-0.1464,2.4055,2.569
2.4440,1.3305,-0.3952,2.4728,2.836
2.4460,1.6668,-0.6115,2.2982,2.904
2.4490,2.0450,-0.7072,2.0034,2.949
2.4510,2.2372,-0.7709,1.6095,2.862
2.5350,2.1470,-0.7894,1.2456,2.605
2.5390,1.8309,-0.7499,1.0483,2.239
2.5420,1.4658,-0.6278,1.1476,1.965
2.5450,0.9678,-0.5075,1.3935,1.771
2.5470,0.4590,-0.3949,1.5340,1.649
2.5480,0.1131,-0.3372,1.4406,1.484
2.5500,0.0163,-0.3385,1.2027,1.250
2.5520,0.2531,-0.3573,0.9619,1.057
2.5530,0.8709,-0.3520,0.8477,1.265
2.5550,1.7278,-0.1995,0.9340,1.974
2.5680,2.4914,-0.0695,0.8764,2.642
2.5700,2.8005,-0.1194,0.5085,2.849
2.6150,2.6876,-0.3410,-0.2103,2.717
2.6180,2.2222,-0.6996,-1.1100,2.581
2.6200,1.7478,-0.8721,-1.9016,2.726
2.6230,1.2980,-1.0363,-2.6322,3.112
2.6300,0.5618,-1.2622,-3.3930,3.663
2.6320,0.1240,-1.2086,-3.5604,3.762
2.6860,-0.2576,-0.9253,-3.3191,3.455
2.6890,-0.8430,-0.7466,-3.2488,3.438
2.6900,-1.5669,-0.6628,-3.0541,3.496
2.6920,-1.6904,-0.5979,-2.9328,3.437
2.6940,-1.8203,-0.5218,-2.7439,3.334
2.6970,-1.8514,-0.5583,-2.6271,3.262
2.6980,-1.9442,-0.6918,-2.6760,3.379
2.7250,-2.0426,-0.7399,-2.4547,3.278
2.7270,-2.0430,-0.6417,-2.1023,3.001
2.7290,-1.8585,-0.6310,-1.7263,2.614
2.7370,-1.4921,-0.7243,-1.2924,2.103
2.7620,-1.0880,-0.8179,-1.0117,1.696
2.7640,-0.6419,-0.8785,-0.6380,1.261
2.7670,-0.2920,-0.8274,-0.3033,0.928
2.8390,-0.2287,-0.8967,0.0032,0.925
2.8430,-0.1728,-0.9511,0.1968,0.986
2.8450,-0.1859,-1.0046,0.5234,1.148
2.8470,-0.2378,-0.9554,0.7868,1.260
2.8490,-0.2290,-0.9526,0.9353,1.355
2.8520,-0.1914,-0.9440,1.0454,1.421
2.8540,0.0001,-0.7910,1.0772,1.336
2.8560,0.1169,-0.7145,1.0167,1.248
2.8580,0.0255,-0.8556,0.7493,1.138
2.8890,-0.1225,-1.0223,0.3805,1.098
2.8920,-0.3219,-1.2030,0.3694,1.299
2.8950,-0.5692,-1.3609,0.7805,1.669
2.8970,0.1578,-1.1764,2.2724,2.564
2.9570,1.0494,-0.8429,3.4647,3.717
2.9590,2.1001,-0.1891,4.6394,5.096
2.9600,2.4657,0.2525,5.3222,5.871
2.9620,2.2581,0.5498,5.2529,5.744
2.9630,1.5630,0.4445,4.3221,4.617
2.9650,0.4365,0.1329,2.8023,2.839
2.9660,-0.1344,0.8124,1.6527,1.846
2.9950,-0.9299,0.5651,0.4788,1.189
2.9970,-1.8551,0.0636,-0.7727,2.011
2.9980,-2.3631,0.1775,-1.4572,2.782
3.0050,-2.4803,0.5622,-2.0095,3.241
3.0500,-2.5969,0.6874,-2.5571,3.709
3.0520,-2.6069,0.7440,-3.0232,4.061
3.0540,-2.3870,0.7906,-3.3171,4.162
3.0560,-2.0711,0.8087,-3.6290,4.256
3.0580,-1.6779,0.6615,-3.8933,4.291
3.0930,-1.2186,0.5878,-4.0308,4.252
3.0950,-0.7183,0.5168,-4.2102,4.302
3.0960,-0.3005,0.3286,-4.3992,4.422
3.0970,0.0126,0.1825,-4.7164,4.720
3.1050,0.2114,0.0430,-4.9764,4.981
3.1140,0.4531,-0.1296,-5.2411,5.262
3.1390,0.6369,-0.4040,-5.2564,5.310
3.1410,1.1563,-0.6399,-5.0231,5.194
3.1440,1.2996,-0.0899,-4.3855,4.575
3.1540,1.4830,0.6910,-3.8080,4.145
3.1800,1.5063,0.7669,-3.9382,4.286
3.1810,1.1266,0.2408,-4.1538,4.311
3.1840,0.9191,0.1293,-4.1671,4.269
3.1940,0.7408,0.3456,-3.6560,3.746
3.2030,0.5733,0.4738,-2.9193,3.013
3.2200,0.4056,0.5540,-2.0288,2.142
3.2230,0.4561,0.8062,-1.0476,1.398
3.2330,0.5953,1.0942,-0.3534,1.295
3.2480,0.6623,1.0399,-0.0077,1.233
3.2540,0.9582,0.9177,0.2919,1.359
3.2650,0.6959,1.1379,-0.0247,1.334
3.2750,0.7697,1.2714,0.0181,1.486
3.2830,1.0568,1.1885,0.0737,1.592
3.3040,1.0826,1.1585,0.1553,1.593
3.3060,1.2418,1.2189,0.4604,1.800
3.3530,1.4407,1.3203,0.7815,2.105
3.3550,1.3817,1.1494,0.9997,2.057
3.3560,1.4567,1.0542,1.2679,2.200
3.3570,1.6408,1.0870,1.6117,2.544
3.3590,1.8645,1.1735,1.9655,2.952
3.3650,1.9364,1.1365,2.0607,3.048
3.3750,2.2121,1.2671,1.9747,3.225
3.3830,2.4598,1.2804,1.4722,3.140
3.3950,2.6411,0.9674,0.8930,2.951
3.4030,3.0388,0.5743,0.8209,3.200
3.4230,3.2095,0.2109,0.9597,3.357
3.4240,3.0928,-0.2595,1.4309,3.418
3.4360,2.8948,-0.7705,2.5271,3.919
3.4490,2.5976,-1.0796,3.9992,4.889
3.4530,2.4214,-1.1287,5.4015,6.026
3.4620,2.3222,-0.9944,6.5472,7.018
3.4730,2.2393,-1.0781,6.9827,7.412
3.4820,2.3425,-1.0543,6.9016,7.364
3.4920,2.3209,-1.0691,6.2745,6.775
3.5020,2.1737,-1.3275,5.1362,5.733
3.5160,1.5158,-1.8405,3.6027,4.320
3.5450,0.8587,-1.9723,2.8631,3.581
3.5470,-0.0150,-2.0255,2.5381,3.247
3.5480,-0.7939,-1.9314,2.3344,3.132
3.5520,-1.3579,-1.7403,2.4009,3.261
3.5620,-1.5994,-1.5236,2.4725,3.316
3.5730,-1.4404,-1.3248,2.2687,2.996
3.5810,-1.2127,-1.2637,1.8216,2.527
3.5910,-0.9472,-1.3501,0.9849,1.921
3.6010,-0.5735,-1.5357,0.0631,1.641
3.6160,-0.2139,-1.7556,-0.9455,2.006
3.6480,-0.0096,-1.9969,-1.8487,2.721
3.6490,0.0566,-2.1617,-2.6518,3.422
3.6510,0.1821,-2.2533,-3.3306,4.025
3.6530,0.1588,-2.4419,-4.0325,4.717
3.6610,-0.0081,-2.7451,-4.6410,5.392
3.6720,0.0014,-2.9590,-4.9336,5.753
3.6810,0.1629,-3.0125,-5.0630,5.894
3.6910,0.2949,-3.1180,-5.0701,5.959
3.7010,0.3690,-3.2015,-5.0596,5.999
3.7190,0.4079,-3.1836,-5.2094,6.119
3.7210,0.3980,-3.3011,-5.4273,6.365
3.7560,0.3244,-3.3991,-5.7345,6.674
3.7580,0.3591,-3.5171,-5.9584,6.928
3.8070,0.3963,-3.6187,-5.9113,6.942
3.8080,0.2411,-3.3367,-5.6225,6.542
3.8100,-0.1379,-3.1094,-4.8160,5.734
3.8120,-0.5131,-2.7684,-4.0928,4.968
3.8150,-0.6538,-2.1503,-3.4876,4.149
3.8170,-1.4593,-1.7926,-2.5559,3.446
3.8200,-2.2573,-1.0600,-1.2572,2.793
3.8220,-2.5092,-0.7886,-0.6340,2.706
3.8790,-2.4974,-0.5125,0.0911,2.551
3.8800,-2.5184,-0.2366,0.7729,2.645
3.8820,-2.6175,-0.1707,1.3423,2.947
3.8830,-2.7155,-0.1373,1.7944,3.258
3.8850,-2.6770,-0.1065,2.2242,3.482
3.8870,-2.6186,-0.0270,2.5989,3.689
3.8930,-2.7907,-0.0462,2.8073,3.959
3.9000,-3.0132,-0.1893,2.8382,4.144
3.9230,-3.2523,-0.2895,2.7806,4.289
3.9250,-3.2690,-0.3088,2.5333,4.147
3.9300,-3.0275,-0.3206,2.4774,3.925
3.9620,-2.4204,-0.2225,2.0843,3.202
3.9650,-1.8230,-0.5563,1.9392,2.719
3.9660,-1.1139,-0.4303,2.1720,2.479
3.9700,-0.4570,-0.2811,2.3454,2.406
3.9810,-0.0014,-0.1191,2.5926,2.595
4.0050,0.2837,0.0888,2.7950,2.811
4.0060,0.0773,0.0353,2.6147,2.616
4.0100,-0.2482,0.0720,2.2363,2.251
4.0200,-0.7459,-0.1497,1.7654,1.922
4.0680,-1.1624,-0.1853,1.3648,1.802
4.0700,-1.5804,-0.2322,0.8125,1.792
4.0710,-1.9017,-0.2540,0.3366,1.948
4.0720,-2.0276,-0.1678,-0.1314,2.039
4.0730,-2.0016,-0.1314,-0.4493,2.056
4.0800,-1.9137,-0.1357,-0.8328,2.091
4.1050,-1.8617,-0.1215,-1.1760,2.205
4.1060,-1.7737,-0.1377,-1.4307,2.283
4.1120,-1.6329,-0.1849,-1.8803,2.497
4.1430,-1.4901,-0.2450,-2.2536,2.713
4.1450,-1.1966,-0.2811,-2.4617,2.752
4.1460,-0.7859,-0.3162,-2.5217,2.660
4.1490,-0.3009,-0.2576,-2.7678,2.796
4.1590,-0.0157,-0.2942,-2.9089,2.924
4.1710,0.2224,-0.2768,-3.1281,3.148
4.1780,0.3839,-0.2574,-3.4858,3.516
4.1880,0.5216,-0.2560,-3.9332,3.976
4.1980,0.5599,-0.3231,-4.2910,4.339
4.2220,0.6897,-0.3218,-4.6270,4.689
4.2240,0.8182,-0.1673,-4.7434,4.816
4.2290,0.7772,-0.0488,-4.6286,4.694
4.2920,0.7542,0.1616,-4.3103,4.379
4.2940,0.6739,0.3267,-4.0985,4.166
4.2950,0.5084,0.4476,-3.8444,3.904
4.2970,0.3043,0.6791,-3.3186,3.401
4.2980,0.2629,0.9760,-2.6093,2.798
4.2990,0.1975,1.2578,-1.9145,2.299
4.3010,0.0885,1.4963,-1.1758,1.905
4.3090,-0.0666,1.6825,-0.4939,1.755
4.3180,-0.1882,1.7777,-0.0263,1.788
4.3450,-0.1767,1.7209,0.2545,1.749
4.3460,-0.0760,1.6222,0.3324,1.658
4.3470,0.1639,1.5048,0.5411,1.607
4.3750,0.4828,1.4215,0.8556,1.728
4.3770,0.7406,1.3278,1.3213,2.014
4.3780,0.9570,1.2738,1.6899,2.323
4.3880,0.9765,1.1319,1.8042,2.343
4.3980,0.9951,0.9337,1.4599,1.998
4.4180,1.0459,0.7151,1.0073,1.619
4.4190,1.1880,0.4467,0.2132,1.287
4.4860,1.3139,0.2077,-0.1334,1.337
4.4880,1.8191,0.0816,-0.1830,1.830
4.4890,2.2834,0.0892,-0.1912,2.293
4.4900,2.5632,0.1800,-0.1534,2.574
4.4910,2.6270,0.1616,0.2531,2.644
4.4930,2.8741,0.1422,1.3228,3.167
4.4940,3.2300,0.1549,2.2787,3.956
4.4960,3.6849,-0.3953,3.2436,4.925
4.5080,3.3581,-0.2596,3.4132,4.795
4.5170,2.6627,-0.5167,3.8651,4.722
4.5410,2.5033,-0.7779,4.3474,5.077
4.5420,2.4620,-0.8522,3.5709,4.420
4.5470,2.1509,-0.8414,2.7920,3.623
4.5830,1.6921,-1.0517,1.8504,2.719
4.5850,1.1043,-1.4621,1.5792,2.419
4.5870,1.0687,-1.7359,2.0507,2.891
4.5880,1.3777,-1.6669,1.9049,2.882
4.5960,1.6545,-1.3446,1.4403,2.573
4.6070,1.7355,-1.1405,1.1637,2.381
4.6170,1.6134,-1.1442,0.6835,2.093
4.6390,1.3488,-1.1553,0.2325,1.791
4.6410,1.0265,-1.2068,-0.1353,1.590
4.6470,0.7388,-1.2710,-0.1535,1.478
4.6760,0.4487,-1.3012,-0.3035,1.409
4.6780,0.2250,-1.1603,-0.7388,1.394
4.6790,0.1149,-0.9768,-1.1284,1.497
4.6880,0.0513,-0.8964,-1.4367,1.694
